© 2000-2017 QIAGEN. All rights reserved.

Analysis Details for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Workspace	My Projects
Project	Miyoung
Analysis	11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Date	Wed Nov 22 07:59:42 PST 2017
Analysis ID	15714034

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Organismal Injury and Abnormalities	head and neck carcinoma	Head and neck carcinoma	6.59E-05	 	 	 	 	VRK2,C2CD5,KIF21A,ZNF462,E2F3,TCF20,CEP350,NRXN3,VPS13B,INHBA,PPFIA1,ANKRD33B,FAM120A,AKAP1,FBN1,CDYL2,ADAMTS1,RAP1GAP2,BIRC6,SETD2,BRCA2,FAT3,DLAT,ARHGAP31,PANK3,PBRM1,PHF2,SYNE2,SLC12A2,MAN2A1,AKAP12,PDE11A,PDE7A,PTPN11,SPAG1,MOCOS,SYNJ1,SLMAP,ZNF215,EP300,OTUD4,KHSRP,KLHL29,PDZD2,KMT2C,ADAMTS12,BCL2,C3orf52,BDP1,SMG1,GREB1L,HIPK2,KAT6B,PTGFRN,AHNAK,LATS1,ASCC3,SCAF11,USF3,HLA-DQA1,TLR4,DICER1,NHS,PTPN21,XK,CDCA7,POLQ,STRN,BCOR,REL,BACH2,LDLRAD3,COL4A1,CASP8AP2,RIF1,NUP160,DDHD1,SEMA3D,CYP26B1,ANKRD50,PRMT6,ARID1A,FAM208B,TOP1,PAPPA,SPIN1,KMT2A,KIAA1524,PPM1E,COL12A1,UBR5,WDHD1,ANLN,COBLL1,BAHD1,IGSF3,ZNF618,STXBP4,ARID2,EIF4G3,MAPK1,RB1,PYGO1	103	
Cell Death and Survival	apoptosis	Apoptosis of stem cells	6.65E-05	 	 	 	 	TLR4,ITGAV,DICER1,APAF1,PTPN11,BCL2,PCLAF,BMI1,RB1,DNMT3B	10	
Cell Cycle	S phase	Arrest in S phase	6.65E-05	 	 	 	 	AGK,CASP8AP2,BCL2,KLF12,EP300,REV3L,GTF2I,RB1,TFDP1,NBN	10	
Cell Cycle, Cellular Development, Respiratory System Development and Function	senescence	Senescence of lung cell lines	7.14E-05	 	 	 	 	LATS1,TOP1,DICER1,LMNB1,MAPK1,BMI1,ME2,RB1,E2F3	9	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	respiratory system tumor	Respiratory system tumor	7.38E-05	 	 	 	 	DNA2,ZNF100,KIF21A,ZNF462,CEP350,NRXN3,INHBA,STAG1,PDPR,ABCB10,CDYL2,ADAMTS1,KAT6A,SETD2,BRCA2,UTRN,FAT3,DLAT,ARHGAP31,PBRM1,KLF12,PHF2,SYNE2,SLC12A2,MAN2A1,AKAP12,PDE7A,PTPN11,QKI,MOCOS,ZNF215,ASXL2,EP300,KHSRP,KLHL29,SOS1,KMT2C,MGA,PRKCA,ADAMTS12,BCL2,C3orf52,BDP1,BMI1,SMG1,HIPK2,PTGFRN,AHNAK,ASCC3,NEU3,SCAF11,USF3,ITGAV,HLA-DQA1,CHD1,BARD1,MYEF2,NBN,TLR4,DICER1,NHS,SKP2,CDCA7,POLQ,STRN,BCOR,GALNT13,REL,ZNF92,JAK2,EIF3A,WNK1,RIF1,SEMA3D,DCLRE1A,CYP26B1,BRIP1,CCP110,CACNA2D1,ANKRD50,PRMT6,LRCH3,ARID1A,FAM208B,TOP1,PAPPA,SPIN4,BUB1B,ATAD2,KMT2A,CBL,COL12A1,UBR5,TRIO,KIF14,ZMYND11,COBLL1,RC3H2,ANK2,BAHD1,IGSF3,PDPK1,ITSN2,STXBP4,ARID2,KIDINS220,CCL2,MAPK1,ICE1,RB1,ECT2,GLS,PYGO1,CYP24A1	114	
Cellular Development, Connective Tissue Development and Function, Tissue Development	differentiation	Differentiation of fibroblasts	7.38E-05	 	 	 	 	MSX2,PTPN11,NLRP3,BCL2,MED1,CCL2,SMARCA2,MAML1,MAPK1,RB1	10	
Cancer	transformation	Cell transformation	7.49E-05	 	 	 	 	TOP1,SMARCA2,BARD1,KMT2A,ROCK2,CBL,NBN,TLR4,MTBP,PTPN11,PBK,SKP2,TRIO,CDCA7,TRRAP,HHEX,REL,CCNE2,ITSN1,JAK2,EP300,LIN9,SOS1,SH3D19,MSX2,BCL2,GTF2I,MAPK1,BMI1,ECT2,RB1,MAP2K6,TFDP1	33	
Cell Cycle	interphase	Interphase of tumor cell lines	7.64E-05	 	 	 	 	LATS1,MASTL,ITGAV,DCAF1,NFYA,KLF12,PCLAF,PIAS1,BORA,AGK,UBR5,MTBP,E2F8,SKP2,REV3L,PMEPA1,CASP8AP2,LMNB1,JAK2,EP300,NPAT,PPP2R2C,WEE1,CELF2,BCL2,MEIS2,MCIDAS,RB1,MAP2K6,TFDP1	30	
Cell Cycle, Cellular Development, Connective Tissue Development and Function	senescence	Senescence of fibroblasts	7.73E-05	 	 	 	 	KAT6A,DICER1,LMNB1,MAPK1,TPP2,LIN9,NBN,DNMT3B	8	
Cell Morphology, Cellular Function and Maintenance	repair	Repair of tumor cell lines	8.04E-05	 	 	 	 	BRIP1,PBRM1,CAAP1,REV3L,BMI1,RIF1,BRCA2,RB1,NBN	9	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	neuroectodermal tumor	Neuroectodermal tumor	8.05E-05	 	 	 	 	TOP1,FAM91A1,EP300,CHD7,KHDRBS3,NBN,KMT2C,XRCC2,PTPN11,BCL2,ARID1B,C3orf52,BMI1,SETD2,BRCA2,RB1,BCOR,ARID1A,TRRAP,UTRN	20	
Cell Death and Survival	cell death	Cell death of stem cells	8.32E-05	 	 	 	 	TLR4,ITGAV,DICER1,APAF1,PTPN11,BCL2,PCLAF,BMI1,BRCA2,RB1,DNMT3B	11	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	gingival fibromatosis	Gingival fibromatosis	8.69E-05	 	 	 	 	CCNE2,KCNH1,RB1,TFDP1,SOS1	5	
Cancer, Organismal Injury and Abnormalities	head and neck squamous cell cancer	Head and neck squamous cell carcinoma	8.88E-05	 	 	 	 	ASCC3,SCAF11,USF3,C2CD5,KIF21A,ZNF462,CEP350,NRXN3,TLR4,VPS13B,INHBA,PPFIA1,NHS,PTPN21,ANKRD33B,CDCA7,FAM120A,POLQ,STRN,BCOR,AKAP1,REL,BACH2,LDLRAD3,FBN1,COL4A1,CASP8AP2,CDYL2,RIF1,NUP160,DDHD1,SEMA3D,CYP26B1,RAP1GAP2,BIRC6,SETD2,ANKRD50,PRMT6,BRCA2,ARID1A,FAM208B,TOP1,FAT3,DLAT,ARHGAP31,PANK3,PBRM1,PAPPA,SPIN1,PHF2,KMT2A,SYNE2,SLC12A2,KIAA1524,PPM1E,MAN2A1,COL12A1,UBR5,AKAP12,PDE11A,PDE7A,PTPN11,SPAG1,WDHD1,ANLN,MOCOS,SYNJ1,SLMAP,COBLL1,ZNF215,EP300,KHSRP,KLHL29,BAHD1,PDZD2,KMT2C,IGSF3,ZNF618,STXBP4,ARID2,ADAMTS12,BCL2,EIF4G3,MAPK1,BDP1,SMG1,GREB1L,RB1,HIPK2,KAT6B,PTGFRN,PYGO1,AHNAK	93	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	laryngeal cancer	Laryngeal cancer	9.23E-05	 	 	 	 	ASCC3,SCAF11,DLAT,FAT3,ARHGAP31,KIF21A,ZNF462,KMT2A,CEP350,NRXN3,SLC12A2,TLR4,MAN2A1,COL12A1,PDE7A,CDCA7,MOCOS,STRN,COBLL1,ZNF215,CDYL2,KHSRP,KLHL29,SEMA3D,BAHD1,CYP26B1,ARID2,BCL2,BDP1,PRMT6,HIPK2,SMG1,PTGFRN,ARID1A,FAM208B,PYGO1,AHNAK	37	
Cell Death and Survival	cell death	Cell death of fibroblasts	9.41E-05	 	 	 	 	REL,CHUK,APAF1,PRKAR2B,DCAF1,EP300,TPP2,NBN,SLK,TAF4,XRCC2,DDIAS,PTPN11,BIRC6,SKP2,BCL2,QKI,REV3L,RAD51D,HIPK2,RB1,TFDP1	22	
Developmental Disorder	growth failure	Growth Failure	9.61E-05	 	 	 	 	LATS1,NEK7,ITGAV,HIPK1,KMT2A,E2F3,DIO2,PANK1,SLC12A2,NBN,XRCC2,E2F8,STIL,PTPN11,REV3L,BRD1,RAD51D,SYNJ1,CCNE2,UBP1,TCF12,ITSN1,GLIS3,MED1,EP300,SCYL2,KMT2C,MSX2,BIRC6,BCL2,MAML1,UHRF1,TEAD1,MAPK1,ADGRG6,BRCA2,SETD2,RB1,HIPK2,TFDP1,TFCP2L1,PYGO1	42	
Cell Cycle, Cellular Assembly and Organization, Cellular Function and Maintenance, DNA Replication, Recombination, and Repair	duplication	Duplication of centrosome	1.01E-04	 	 	 	 	CCP110,STIL,SASS6,BRCA2,CEP152,ROCK2,CHORDC1,CHMP3	8	
Cancer, Organismal Injury and Abnormalities	primary tumor	Primary tumor	1.05E-04	 	 	 	 	TOP1,DLAT,KIF21A,CHD1,PCLAF,BARD1,E2F3,KHDRBS3,DOCK1,NBN,COL12A1,PTPN11,EXOC5,C15orf41,REL,COL4A1,JAK2,PTPN3,PPP2R2C,BRIP1,CDK5R1,PTPRK,PPP3R1,KIDINS220,BCL2,MAPK1,BRCA2,ECT2,DNMT3B	29	
Cell Cycle, Cellular Movement	cytokinesis	Cytokinesis of cervical cancer cell lines	1.15E-04	 	 	 	 	NEK7,OCRL,MASTL,TRIO,ANLN,SVIL,ECT2,KIF14	8	
Amino Acid Metabolism, Post-Translational Modification, Small Molecule Biochemistry	phosphorylation	Phosphorylation of L-threonine	1.15E-04	 	 	 	 	CDK5R1,PDPK1,PRKCA,PBK,BCL2,WNK1,MAPK1,HIPK2	8	
Cell Cycle	cell cycle progression	Abnormal cell cycle	1.26E-04	 	 	 	 	REL,CCP110,BIRC6,TPP2,PRMT6,LIN9,RB1,E2F3,NBN	9	
Cell Morphology, Cellular Function and Maintenance, DNA Replication, Recombination, and Repair	double-stranded DNA break repair	Double-stranded DNA break repair of cells	1.26E-04	 	 	 	 	PBRM1,CAAP1,REV3L,BMI1,RIF1,BRCA2,RB1,TRRAP,NBN	9	
Cancer, Organismal Injury and Abnormalities	neck neoplasm	Neck neoplasm	1.27E-04	 	 	 	 	LATS1,ASCC3,SCAF11,USF3,HLA-DQA1,KIF21A,ZNF462,E2F3,TCF20,CEP350,NRXN3,NBN,TLR4,DICER1,XK,CDCA7,FAM120A,STRN,LDLRAD3,CDYL2,AKAP2,DDHD1,SEMA3D,CYP26B1,ADAMTS1,PRMT6,ARID1A,FAM208B,UTRN,DLAT,FAT3,ARHGAP31,PHF2,KMT2A,SLC12A2,PPM1E,MAN2A1,COL12A1,PDE7A,TRIO,MOCOS,COBLL1,GLIS3,ZNF215,OTUD4,KHSRP,KLHL29,BAHD1,TAF13,KMT2C,ZNF618,ARID2,BCL2,C3orf52,BDP1,SMG1,RB1,HIPK2,PTGFRN,PYGO1,AHNAK	61	
Cancer, Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	skin carcinoma	Skin carcinoma	1.28E-04	 	 	 	 	LATS1,DNA2,ASCC3,NEU3,USF3,UTP20,C2CD5,CHD1,KCNH1,MYEF2,TEX2,TCF20,TLR4,PPFIA1,REV3L,POLQ,ENOX1,GALNT13,BACH2,FBN1,ZNF385B,COL4A1,MED13L,AKAP2,WNK1,SEMA3D,ASPM,HBE1,FRYL,RAP1GAP2,SORBS1,CACNA2D1,DTWD2,SETD2,LRCH3,MYO9A,TOP1,FLG,FAT3,MASTL,APAF1,PAPPA,PHF20L1,TRPC3,DOCK4,CBL,ROR1,DOCK1,ZNF782,MAN2A1,CLIP1,PDE7A,TRIM36,TRRAP,COBL,COBLL1,SPATA13,ITSN1,RC3H2,ZNF215,MYCBP2,DGKI,OTUD4,VWA8,ANK2,TMX3,TRAK2,CAP2,ZBED4,KMT2C,DPY19L1,CEP78,PARD3B,ZGRF1,AADAT	75	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	laryngeal squamous cell carcinoma	Laryngeal squamous cell carcinoma	1.29E-04	 	 	 	 	ASCC3,SCAF11,DLAT,FAT3,ARHGAP31,KIF21A,ZNF462,KMT2A,CEP350,NRXN3,SLC12A2,MAN2A1,COL12A1,PDE7A,CDCA7,MOCOS,STRN,COBLL1,ZNF215,CDYL2,KHSRP,KLHL29,SEMA3D,BAHD1,CYP26B1,ARID2,BCL2,BDP1,PRMT6,HIPK2,SMG1,PTGFRN,ARID1A,FAM208B,PYGO1,AHNAK	36	
Cell Cycle	senescence	Senescence of cells	1.29E-04	 	 	 	 	LATS1,TOP1,LMNB1,PBRM1,EP300,TPP2,LIN9,E2F3,NBN,SMC5,KAT6A,RAD51AP1,CDK5R1,PDPK1,DICER1,SMC6,MAPK1,BMI1,PRMT6,ME2,RB1,MAP2K6,DNMT3B	23	
Cellular Compromise, DNA Replication, Recombination, and Repair	breakage	Breakage of chromosomes	1.31E-04	 	 	 	 	BRIP1,CCP110,MCM9,REV3L,BMI1,NBN,RECQL,DNMT3B	8	
Cell Morphology, Cellular Function and Maintenance, DNA Replication, Recombination, and Repair	double-stranded DNA break repair	Double-stranded DNA break repair of tumor cell lines	1.33E-04	 	 	 	 	PBRM1,CAAP1,REV3L,BMI1,RIF1,RB1,NBN	7	
Cell Cycle, Embryonic Development	M phase	M phase of embryonic cell lines	1.45E-04	 	 	 	 	NEK7,PTPN11,HIPK2,FBXO5	4	
Cellular Assembly and Organization	formation	Formation of nucleus	1.56E-04	 	 	 	 	NEK7,TOP1,UBP1,CCP110,AHCTF1,LMNB1,BRCA2,ENOX1,NUP153	9	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	primitive neuroectodermal tumor	Primitive neuroectodermal tumor	1.61E-04	 	 	 	 	TOP1,FAM91A1,EP300,CHD7,KHDRBS3,NBN,KMT2C,XRCC2,PTPN11,BCL2,ARID1B,BMI1,SETD2,BRCA2,RB1,BCOR,ARID1A,TRRAP,UTRN	19	
Cellular Development, Cellular Growth and Proliferation, Embryonic Development, Hematological System Development and Function, Hematopoiesis, Organismal Development, Tissue Development	hematopoiesis	Hematopoiesis in embryo	1.68E-04	 	 	 	 	KAT6A,ABCB10,NFYA,MED1,BIRC6,BRD1,KMT2A,RCOR1	8	
Developmental Disorder, Embryonic Development, Organismal Development, Tissue Morphology	abnormal morphology	Abnormal morphology of blastocyst	1.72E-04	 	 	 	 	FERMT2,CCNE2,NOC3L,ITGAV,AHCTF1,E2F8,BIRC6,MED1,MAPK1,ECT2,FBXO5,TRRAP	12	
Cell Cycle, Reproductive System Development and Function	meiosis I	Arrest in meiosis I of germ cells	1.84E-04	 	 	 	 	DICER1,ECT2,CYP26B1	3	
Developmental Disorder, Tissue Morphology	abnormal morphology	Abnormal morphology of extraembryonic tissue	1.93E-04	 	 	 	 	CCNE2,UBP1,ITGAV,MED1,SOS1,NBN,PDPK1,PPP3R1,PTPN11,MAML1,TEAD1,UHRF1,MAPK1,SETD2,BRCA2,RB1,TRRAP	17	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	non-Hodgkin disease	Non-Hodgkin disease	1.94E-04	 	 	 	 	STX11,MYO5C,HLA-DQA1,CHD1,PKP2,ZNF462,ROCK2,CEP350,NBN,TLR4,XRCC2,SKP2,STRN,BCOR,FERMT2,REL,FBN1,COL4A1,MED13L,JAK2,MED1,JAK1,DCLRE1A,KAT6A,PPP3R1,SMC6,BIRC6,GTF2I,SETD2,ANKRD50,BRCA2,ARID1A,FAT3,HIPK1,SMARCA2,ROR1,NEK4,COL12A1,UBR5,PTPN11,GRIP1,KLHL42,PLXNA2,CHUK,GLIS3,PPAT,EP300,NPAT,PDZD2,KMT2C,IGSF3,PTPRK,MGA,PRKCA,ITSN2,BCL2,CCL2,RB1,TFDP1,DNMT3B,AHNAK	61	
Cell Morphology, Cellular Assembly and Organization	morphology	Morphology of nucleus	2.05E-04	 	 	 	 	DNA2,TOP1,LMNB1,EP300,TPP2,SYNE2,DCLRE1A,NBN,KAT6A,MCM9,SKP2,MAPK1,BRCA2,RB1,RECQL	15	
Cellular Development, Cellular Growth and Proliferation	proliferation	Arrest in proliferation of bone cancer cell lines	2.12E-04	 	 	 	 	TOP1,MAPK1,RB1,MAP2K6	4	
Cell Cycle	ploidy	Ploidy of liver cells	2.12E-04	 	 	 	 	STAG1,E2F8,RB1,E2F3	4	
Cell Cycle	interphase	Entry into interphase	2.16E-04	 	 	 	 	EP300,BUB1B,NPAT,E2F3,WEE1,E2F8,PTPN11,SKP2,GTF2I,UHRF1,MEIS2,RB1,TFDP1,FBXO5	14	
Cellular Development, Cellular Growth and Proliferation, Connective Tissue Development and Function	proliferation	Proliferation of fibroblast cell lines	2.36E-04	 	 	 	 	TOP1,SAMHD1,PRKAR2B,DCAF1,SMARCA2,PCLAF,KMT2A,PIAS1,E2F3,CBL,MTBP,AKAP12,DICER1,PTPN11,SKP2,BACH2,NOC3L,ITSN1,LMNB1,WNK1,PPP2R2C,LIN9,SOS1,MCM9,PRKCA,MAPK1,SFPQ,BMI1,HIPK2,RB1,MAP2K6	31	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	diffuse B-cell lymphoma	Diffuse B-cell lymphoma	2.37E-04	 	 	 	 	MYO5C,FAT3,HLA-DQA1,CHD1,ZNF462,CEP350,ROR1,NEK4,COL12A1,UBR5,BCOR,PLXNA2,REL,FBN1,MED13L,GLIS3,JAK2,PPAT,MED1,EP300,JAK1,PDZD2,KMT2C,MGA,PPP3R1,SMC6,ITSN2,BIRC6,BCL2,ANKRD50,SETD2,RB1,ARID1A,DNMT3B,AHNAK	35	
Cellular Growth and Proliferation, Connective Tissue Development and Function, Tissue Development	proliferation	Proliferation of connective tissue cells	2.41E-04	 	 	 	 	LATS1,ITGAV,PRKAR2B,NFYA,KMT2A,CBL,NBN,TLR4,TAF4,XRCC2,INHBA,AKAP12,STAG1,DICER1,SKP2,REL,FIGNL1,CHUK,ITSN1,LMNB1,PPAT,MED1,EP300,LIN9,KMT2C,PTPRK,MCM9,MSX2,PRKCA,STXBP4,BCL2,CCL2,RAP1B,MAPK1,BMI1,PRMT6,BRCA2,RB1,MAP2K6,RECQL	40	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	bile duct cancer	Bile duct cancer	2.41E-04	 	 	 	 	ASCC3,TOP1,DIP2B,CHD1,PHF2,DDHD1,FRYL,KMT2C,VPS13B,UBR5,EPDR1,ARID2,CACNA2D1,TSPAN12,PMEPA1,BRCA2,SYNJ1,ARID1A,FAM208B,GPHN	20	
Cell Cycle	M phase	M phase of cervical cancer cell lines	2.59E-04	 	 	 	 	NEK7,AKAP12,OCRL,MASTL,TRIO,ANLN,SVIL,ECT2,KIF14	9	
Embryonic Development, Organismal Development, Tissue Morphology	size	Size of embryo	2.63E-04	 	 	 	 	DCLRE1B,NBN,XRCC2,DICER1,E2F8,PTPN11,REV3L,HHEX,REL,CCNE2,UBP1,LMNB1,MED1,EP300,CDK5R1,PDPK1,MSX2,PPP3R1,MAML1,TEAD1,MAPK1,PLK4,BRCA2,RB1,TFDP1,DNMT3B	26	
Cell Cycle	mitosis	Arrest in mitosis	2.73E-04	 	 	 	 	NEK7,CDK19,CLIP1,KNL1,TCERG1,BUB1B,PLK4,FBXO5,TRRAP,NBN	10	
Developmental Disorder, Neurological Disease	neural tube defect	Neural tube defect	2.74E-04	 	 	 	 	APAF1,HIPK1,EP300,ROR1,XRCC2,CCL2,MTRR,TEAD1,BRCA2,BMPER,HIPK2,TFDP1,SESTD1,PYGO1	14	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	biliary tract cancer	Biliary tract cancer	2.81E-04	 	 	 	 	ASCC3,TOP1,DIP2B,CHD1,PHF2,DDHD1,FRYL,KMT2C,VPS13B,COL12A1,UBR5,EPDR1,ARID2,CACNA2D1,TSPAN12,PMEPA1,BRCA2,RB1,AKAP11,SYNJ1,ARID1A,FAM208B,GPHN	23	
Cell Cycle, Connective Tissue Development and Function	G1 phase	G1 phase of fibroblast cell lines	2.85E-04	 	 	 	 	AKAP12,DDIAS,UBR5,EP300,PPP2R2C,RB1,E2F3,TFDP1,MAP2K6	9	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	lymphocytic cancer	Lymphoma	2.95E-04	 	 	 	 	DNA2,STX11,MYO5C,HLA-DQA1,CHD1,KIF21A,PKP2,ZNF462,ROCK2,CEP350,NBN,TLR4,XRCC2,SKP2,EXOC5,C15orf41,STRN,BCOR,FERMT2,REL,FBN1,COL4A1,MED13L,JAK2,MED1,JAK1,DCLRE1A,KAT6A,PPP3R1,SMC6,BIRC6,GTF2I,SETD2,ANKRD50,BRCA2,ARID1A,TOP1,FAT3,DLAT,HIPK1,SMARCA2,BUB1B,ROR1,NEK4,COL12A1,UBR5,PTPN11,GRIP1,KLHL42,PLXNA2,CHUK,GLIS3,PPAT,EP300,NPAT,IPO7,PDZD2,KMT2C,IGSF3,PTPRK,MGA,PRKCA,ITSN2,BCL2,CCL2,BMI1,RB1,TFDP1,DNMT3B,AHNAK	70	
Cancer, Organismal Injury and Abnormalities	benign neoplasia	Benign neoplasia	2.96E-04	 	 	 	 	ISOC1,HLA-DQA1,MEX3D,KCNH1,ATP8B1,E2F3,RHPN2,NRXN3,NBN,TLR4,INHBA,DICER1,MFHAS1,POLQ,BCOR,FERMT2,FBN1,CCNE2,TCF12,COL4A1,ZNF92,ATP2A2,DCLRE1A,COL5A2,CMTM4,SETD2,BRCA2,ARID1A,UTRN,GNB4,MFAP3L,PBRM1,BUB1B,PIAS1,CBL,SLC12A2,TAF4,COL12A1,PTPN11,TSPAN12,C2orf88,RAB23,NEGR1,ZNF215,EP300,SOS1,WEE1,TAF13,KMT2C,HMGB2,PRKCA,BCL2,MAPK1,SMG1,RB1,KAT6B,TFDP1,CAVIN2,DNMT3B	59	
Developmental Disorder, Embryonic Development, Organismal Development, Tissue Morphology	abnormal morphology	Abnormal morphology of trophoblast	2.98E-04	 	 	 	 	CCNE2,ITGAV,E2F8,MED1,BIRC6,MAPK1,FBXO5,TRRAP	8	
Cell Cycle	aneuploidization	Aneuploidization of cells	3.05E-04	 	 	 	 	LATS1,BUB1B,BMI1,TPP2,RB1	5	
DNA Replication, Recombination, and Repair	damage	DNA damage	3.06E-04	 	 	 	 	DNA2,TOP1,APAF1,EP300,DCLRE1A,WEE1,NBN,BRIP1,DICER1,NLRP3,PBK,BCL2,REV3L,BRCA2,SMG1,RB1,RECQL,DNMT3B	18	
Organismal Development	growth	Growth of multicellular organism	3.09E-04	 	 	 	 	KMT2C,XRCC2,DICER1,STIL,PTPN11,RC3H2,RMI1,BRCA2,SOS1,SLC12A2,HHEX	11	
Gene Expression	transactivation	Transactivation	3.21E-04	 	 	 	 	VRK2,SETD7,PRKAR2B,SMARCA2,KMT2A,PIAS1,E2F3,CBL,TCF20,CEP350,KHDRBS3,TAF4,INHBA,UBR5,TRRAP,REL,CHUK,ITSN1,GLIS3,LEMD3,MYCBP2,MED1,EP300,JAK1,CRIM1,PDE8A,APPL1,MSX2,BCL2,GTF2I,MAPK1,MDFIC,BRCA2,RB1,MAP2K6,TFDP1,ARID1A,TFCP2L1	38	
Cell Morphology, Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Organismal Development, Tissue Development	morphogenesis	Morphogenesis of neurons	3.36E-04	 	 	 	 	FGF5,NEU3,CLASP2,SEMA3E,TRPC3,ROCK2,ROR1,DOCK1,INHBA,DICER1,AFG3L2,PTPN11,SEMA7A,TRIO,ARID1B,STRN,STXBP5,LRP4,ITSN1,MYCBP2,CAMK4,PPP2R2C,SEMA3D,BOC,WEE1,EPHA4,MYO5A,HMGB2,PTPRK,CDK5R1,DOCK10,PRKCA,KIDINS220,BCL2,MKL2,RAP1B,EIF4G3,ADGRG6,RB1,CYBB,AMIGO1	41	
Gene Expression	transactivation	Transactivation of RNA	3.49E-04	 	 	 	 	VRK2,PRKAR2B,SMARCA2,KMT2A,PIAS1,E2F3,CBL,TCF20,CEP350,KHDRBS3,TAF4,INHBA,UBR5,TRRAP,REL,CHUK,ITSN1,GLIS3,LEMD3,MYCBP2,MED1,EP300,JAK1,CRIM1,PDE8A,APPL1,MSX2,BCL2,GTF2I,MAPK1,MDFIC,BRCA2,MAP2K6,TFDP1,ARID1A,TFCP2L1	36	
Cancer, Organismal Injury and Abnormalities	connective tissue tumor	Connective tissue tumor	3.52E-04	 	 	 	 	LATS1,CHD1,MEX3D,KCNH1,ZNF860,TLR4,XRCC2,INHBA,STAG1,DICER1,SKP2,PBK,MFHAS1,CCNE2,COL4A1,AHCTF1,JAK2,WNK1,MYO1B,DCLRE1A,KDM3B,COL5A2,CACNA2D1,PLK4,SETD2,BRCA2,ARID1A,TOP1,RSU1,PAPPA,CCNJ,SMARCA2,BUB1B,KMT2A,COL12A1,PTPN11,RMI1,SYNJ1,LRCH1,MYCBP2,PTPN3,SOS1,IGSF3,MGA,PRKCA,BCL2,C3orf52,MAPK1,BMI1,ICE1,SMG1,RB1,HIPK2,TFDP1	54	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	brain astrocytoma	Brain astrocytoma	3.54E-04	 	 	 	 	FLG,USF3,ITGAV,HLA-DQA1,CHD1,CBL,USP36,VPS13B,AKAP12,CLIP1,PDE11A,SPAG1,EPDR1,AOX1,FAM120A,ANLN,JPH1,SYNJ1,TRRAP,COBL,QSER1,NEGR1,SUSD5,CASP8AP2,RC3H2,ANK2,RIMS2,BOC,ASPM,KMT2C,IGSF3,PDPK1,NLRP3,ADAMTS12,ICE1,GREB1L,RB1,RECQL	38	
Cancer, Organismal Injury and Abnormalities	solid tumor	Primary solid tumor	3.57E-04	 	 	 	 	TOP1,DLAT,KIF21A,CHD1,PCLAF,BARD1,E2F3,KHDRBS3,DOCK1,NBN,COL12A1,EXOC5,C15orf41,REL,COL4A1,JAK2,PTPN3,PPP2R2C,BRIP1,CDK5R1,PPP3R1,KIDINS220,BCL2,MAPK1,BRCA2,ECT2,DNMT3B	27	
Connective Tissue Disorders, Hereditary Disorder, Organismal Injury and Abnormalities	hereditary connective tissue disorder	Hereditary connective tissue disorder	3.58E-04	 	 	 	 	SAMHD1,ESCO2,CEP152,CBL,COL12A1,DICER1,STIL,PTPN11,TRIO,AGPS,SASS6,BMPER,FBN1,LRP4,COL4A1,TCF12,MED13L,CHUK,LEMD3,ASPM,SOS1,KAT6A,COL5A2,MSX2,KNL1,BCL2,ADGRG6,CEP135	28	
Cell Cycle, Embryonic Development	aneuploidization	Aneuploidization of embryonic cell lines	3.60E-04	 	 	 	 	BUB1B,TPP2,RB1	3	
